issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture,policy_adds,policy_removes,policy_sometimes_adds,policy_sometimes_removes,notability_adds,notability_removes,notability_sometimes_adds,notability_sometimes_removes
3,#3 Harry Potter Censorship Row,2,3/4. the latest Harry Potter book is a bestseller,3.7438,0.002,-0.0006,-0.0002,-0.0899,0.0005,-4.1743,-3.501,7.1928,-16.8051,-16.7929,-21.8266,48.0103,-56.7292,-25.8358,-22.2582,-17.3594,-13.1881,-17.8742,-19.3033,-18.4679,-17.1825,-19.1402,774.3573,-128.4592,-60.89,0.137,-13.0783,-11.2536,-11.9491,-6.0958,-5.0807,-0.003,0.0004,0.0001,2.6215,-2.7171,0.0004,0.0024,,-0.9941,0.4148,1.2342,0.027,-0.3526,-13.0873,-1.5268,0.001,0.0873,-0.5203,0.0025,-0.0001,-123.5157,0.0324,-6.511,12.0029,0.0037,4.8828,-0.0087,0.0815,-0.119,-0.5186,0.3526,0.4277,-5.0396,4.8499,-0.0001,472.0829,229.3028,1028.091,287.5083,-0.3207,-2.7387,294.0621,-0.1127,0.0215,1.4823,-0.0002,0.0003,,,,,,,absence of drug laws,complete lack of public education may add or remove notability: punitive income tax rates|restrictive gun laws
4,#4 Economic Collapse Looms!,1,1. all industry is owned and run by the government,,-3.4128,,-3.5397,-5.1317,0.0044,401.4972,,,-141.491,-188.4995,-266.2486,-162.1203,-119.6479,-241.2531,-90.3651,-166.3601,-125.5921,-192.3247,-164.1037,-130.9283,-219.8061,-67.6226,-206.8442,-273.5806,-496.9194,0.9032,117.845,196.0066,222.9679,306.3956,7.6831,23.0147,0.0053,-10.5208,0.1802,-0.1938,,-0.0012,,,2.3183,1.4693,1.1344,3.766,187.1588,1.1307,-111.9996,5.4531,-21.8925,,,671.3088,7.0243,174.3277,34.4616,-0.0992,0.0005,-0.3155,-0.0711,42.8095,-5.4063,-3.766,-0.3253,-3.1095,-0.3015,0.5973,-563.1843,31184.8963,-100558.2678,176.6216,-0.5709,141.4525,-6082.5635,0.1629,-1.9843,0.8052,,,Socialism,Capitalism,AI Planning,,state-planned economy,,devotion to social welfare may add or remove notability: hatred of cheese|punitive income tax rates|soft-spoken computers|stringent health and safety legislation,"barren, inhospitable landscape|complete absence of social welfare|complete lack of public education"
4,#4 Economic Collapse Looms!,2,2/3. the government is attempting to revitalize a gutted private sector,-0.0001,7.5793,-0.02,5.8109,2.1122,,24.5664,0.0,,118.7958,138.6759,124.2351,63.9611,126.4482,297.4016,-56.2368,122.4618,73.7896,84.5733,4.2381,134.7524,125.1026,-35.6309,149.5521,96.8715,186.4195,,135.9392,49.2223,15.2669,-100.2492,0.1872,-10.0388,,13.2819,0.0633,-0.0408,,-0.0016,,-0.0086,-0.7427,-2.2658,-0.508,-2.6177,35.2671,-0.7384,13.9862,-1.2497,3.7226,-0.0034,0.0013,-504.7101,3.1902,55.8324,-4.0639,0.0217,-0.1065,0.4045,-0.0008,-0.5442,0.4311,2.6177,1.5248,0.0827,1.4333,-0.0033,2569.9294,-7117.7207,46504.4227,73.9701,0.2032,48.4042,2659.4669,,2.5243,-34.2173,,,,,,,,stringent health and safety legislation,"barren, inhospitable landscape|exploding hoverboards|spontaneously combusting cars",hatred of cheese|punitive income tax rates
5,#5 Child Casino Shock,1,1. gambling is outlawed,0.0022,-8.8024,-0.004,-2.7866,-0.3445,1.0121,-14.3552,-0.0014,-0.0094,-116.5064,-116.9797,-132.3162,-121.6605,1.321,-185.188,-160.1091,-107.4553,-75.7558,-100.6937,-103.4123,-132.4548,-105.4092,-86.3451,-135.165,-2367.6302,-408.8975,0.0002,-89.9619,-56.8242,-54.9493,5.1003,-0.004,8.6055,0.826,-6.1331,0.0007,-0.0008,0.0008,0.0007,,0.0014,1.1191,4.4463,-0.2139,0.3033,-70.6592,3.2872,-9.8103,1.4063,-4.0532,0.0012,-0.0003,225.6664,-2.5173,-38.1371,20.5011,-0.0518,0.5106,-0.4468,0.0,0.003,-1.5584,-0.3033,-1.8799,0.002,-0.0014,0.0066,-5356.8234,2344.8126,-32168.8505,-75.7879,-1.0437,-20.2662,-4958.972,-0.0012,-2.9238,9.7098,-0.001,,No Gambling,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
5,#5 Child Casino Shock,2,2. young children are regularly seen wagering pocket money at blackjack tables,0.002,4.3083,-0.0134,2.1309,0.1355,-0.998,28.1104,-0.003,0.0081,6.0517,16.0067,11.4362,-0.7079,-47.8576,81.4054,45.4212,5.4155,-4.2194,2.4613,-11.9921,13.5828,1.2301,-25.1288,15.3853,3036.5029,62.884,0.0004,72.1562,45.3518,44.3902,-3.2056,0.0594,-4.9287,-0.878,3.5366,-0.0018,0.0064,-0.0023,0.001,,-0.0014,-0.7168,-2.1337,0.2693,-0.0645,46.1956,-2.196,5.1336,-1.2422,3.3625,0.003,0.0019,-139.0875,1.0624,38.3404,-9.3565,0.0429,-0.2273,0.1536,0.0017,0.0104,1.0945,0.0645,1.0346,-0.017,0.0031,,4081.1092,-220.0292,20674.5145,53.3253,0.512,29.3217,3422.7868,0.0024,1.461,-5.5859,,,,No Gambling,,,,,spontaneously combusting cars,punitive income tax rates|stringent health and safety legislation
6,#6 Appointment of Spiritual Advisor,1,1. the government is seen to favor traditionalist religions,0.0204,-0.0049,,0.0095,-0.0063,-0.0003,-1.219,-0.0184,0.0725,-5.325,-3.7431,-5.3474,-4.9358,-32.716,-6.0076,-4.8601,-3.8738,-3.0148,-4.6198,-4.8812,-3.9376,-4.0895,-3.9919,-4.7463,-3.6647,-15.5318,0.1509,-3.0506,-3.2604,-4.5808,-1.9424,185.8994,-0.0134,-0.0005,-0.0008,0.004,-0.005,0.0014,-0.0008,,0.0079,-0.002,-0.005,-0.0022,-0.0006,-3.9343,-0.0623,-0.0017,0.5298,-1.3353,-0.0,0.0,-1.3699,-0.0099,-2.0319,0.0291,0.0008,-0.6489,-0.0078,-0.9359,0.0672,0.0016,0.0006,-0.0014,0.0193,-0.0317,-3.1435,154.2161,60.8002,417.7224,-3.8167,0.0016,-1.0172,-212.1868,-0.0022,-1.0492,-1.6544,,,,,,,,,punitive income tax rates,
6,#6 Appointment of Spiritual Advisor,2,2. the government's religious works are headed by a New Age guru,1.3372,-0.0035,-0.0091,-0.0036,0.0094,0.0004,-0.9361,-1.3575,2.4622,-1.623,-1.8766,-2.4244,-2.1213,-1.9544,-3.7352,-4.2295,-1.8165,-1.5654,-2.2195,-2.4859,-1.7722,-1.8142,-2.297,-2.1696,1.0049,-8.2777,0.0717,-2.1485,-1.9896,-2.2352,-1.3214,91.469,0.0026,0.0003,-0.0125,0.2414,-0.2571,0.0005,0.0009,,0.0,-0.0344,-0.0554,-0.0071,0.0252,-2.0027,-0.7405,-0.0047,0.2358,-0.6581,-0.002,-0.0001,-42.977,-0.0283,-1.1552,-1.3199,0.0139,3.9785,-0.0007,-0.5668,-0.0048,0.0207,-0.0252,-0.0031,0.0021,-0.0012,2.748,79.3677,48.1517,132.3722,-2.2604,0.0233,-0.5819,-73.1685,-0.0473,0.9671,2.0562,,,,Theocracy,,,,,absence of drug laws|punitive income tax rates,restrictive gun laws
6,#6 Appointment of Spiritual Advisor,3,"3. the nation's official head of religious affairs is an atheist used to be ""the government is avowedly atheist""",-0.0063,0.014,-0.0011,0.0004,0.0647,-0.0012,7.1377,0.0045,-0.0085,6.2339,7.2793,10.2203,10.0733,9.072,17.5718,16.8397,7.43,6.8965,10.9038,14.8362,6.8984,8.4909,11.715,8.4951,20.3569,33.2899,-0.3606,11.2716,12.9119,17.552,13.0408,-277.654,-0.0235,-0.0015,0.0022,-0.0019,0.0028,,-0.0019,-0.0006,-0.0278,-0.1876,-0.3507,-0.008,-0.003,14.1358,-0.2297,0.014,-1.1545,3.7641,0.0002,-0.0,-2.19,0.0973,8.4019,-3.8328,0.0077,0.0028,0.0005,6.6985,-0.3487,0.2761,0.003,0.0002,-0.0041,0.0039,-0.0015,-400.2202,-231.0708,-795.598,14.197,0.1055,4.3331,386.8896,0.0032,-0.0019,-0.0874,-0.0013,,,,,,,,irreverence towards religion,punitive income tax rates|restrictive gun laws
7,#7 Animal Liberation Front Strikes Again,1,1. Animal Liberationists are regularly arrested,-0.0054,0.626,-1.6188,0.6028,1.0099,-0.5335,1.0397,0.0021,-0.0399,-7.8673,-8.6778,-10.2421,-24.2132,42.2861,2.1935,7.3314,879.8879,41.3947,-12.0301,-13.3471,-5.5351,-10.9769,-12.3461,-9.8639,-15.4529,-10.7887,0.0002,5.2609,0.3133,-2.3725,-4.3544,0.0327,-0.801,-0.4605,-0.4524,-0.3526,0.3776,0.001,-0.2626,,-0.9954,0.0529,-0.7349,-0.3504,-0.0558,-4.1122,-0.5239,0.9695,-0.4116,0.9028,0.5083,-0.0855,-1.0988,0.1663,2.1849,4.0556,-0.002,-0.0036,0.282,,-0.0543,-0.2607,0.0558,0.0297,-0.0036,-0.0091,0.0024,819.6312,-90.9294,4860.1747,-1.1502,-0.0225,2.9749,812.3525,-0.002,0.4413,-7.4969,-0.0007,-0.0007,,,No Dissent may add or remove policy: Public Protest,,,,deadly medical pandemics|exploding hoverboards|restrictive gun laws|spontaneously combusting cars,absence of drug laws|punitive income tax rates|stringent health and safety legislation
7,#7 Animal Liberation Front Strikes Again,2,2. meat-eating is frowned upon,-0.0021,-0.8712,-0.0043,-0.3076,-0.1682,0.5084,0.0174,0.0032,-0.0074,-7.9865,-3.6328,-3.1218,0.2445,-4.3749,-5.9478,-32.713,-585.255,-2.0766,-2.9304,-2.7609,-4.6389,-2.8929,-1.9862,-2.2313,-20.6162,-43.7998,0.0006,-4.6312,-2.0746,-1.6227,0.8659,0.0002,0.8256,0.4164,-0.8392,-0.001,0.0008,0.0004,0.0018,,0.0117,0.1566,0.783,0.0597,-0.0096,-2.1315,0.9418,-0.9177,0.3496,-0.647,0.0011,-0.0002,13.7886,-0.2194,-1.9241,6.0228,-0.0078,-0.0054,-0.0523,-0.0011,0.1587,-0.224,0.0096,-0.1482,0.0144,-0.0159,0.0065,-710.8969,-5.2381,-3021.5782,-2.2964,-0.1324,-1.4955,-664.9603,0.0003,-0.5249,7.4707,0.0006,0.0017,,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
7,#7 Animal Liberation Front Strikes Again,3,3. vegetarianism is compulsory,-2.673,-1.0757,-0.013,-1.24,-2.4627,1.716,13.7244,2.7389,-5.4797,23.6813,117.9682,40.0512,32.7807,86.1253,-1107.2953,-29.2318,-1856.9198,-41.7136,24.0586,56.4831,15.5185,34.4556,38.1191,19.8829,4.5273,34.5631,,11.2476,25.0279,34.198,34.688,,1.2978,1.4385,-1.794,-0.5159,0.4888,-0.0051,0.6105,,11.8929,0.5419,1.2351,0.8755,-0.2693,31.5755,4.4652,-1.4923,1.4681,-2.21,0.0035,-0.0006,97.8668,-0.417,12.4223,67.059,-0.0754,-7.1204,-2.3875,,75.8357,-5.2904,0.2693,0.0813,-0.0018,-0.0024,,-1787.9202,-350.01,-7568.987,29.6747,-0.3545,3.0266,-1703.1748,0.1062,-4.1458,7.6675,,-0.0065,Vegetarianism,Cannibalism,,,compulsory vegetarianism,,restrictive gun laws|stringent health and safety legislation,"absence of drug laws|barren, inhospitable landscape|deadly medical pandemics|hatred of cheese may add or remove notability: punitive income tax rates|spontaneously combusting cars"
7,#7 Animal Liberation Front Strikes Again,4,4. meat is a luxury afforded only to the wealthy,0.002,-3.7212,-0.0065,-1.4542,-0.2215,0.5452,-8.0714,-0.0015,0.0031,-45.9919,-43.9223,-58.0925,-59.7833,-12.5966,-65.027,-104.2908,-886.0858,-30.1087,-49.2141,-48.3174,-55.1611,-50.043,-47.127,-55.295,-80.9214,-208.3596,-0.0999,-34.0539,-25.9155,-28.1211,-192.0754,,1.6188,0.4736,-1.4578,-0.0027,-0.0014,,0.0031,,-0.0014,0.3032,1.5239,-0.0182,-0.1627,-35.9379,1.1453,-1.9885,0.1624,-0.2628,0.0129,-0.0018,42.6058,-0.4192,-15.2732,9.7197,-0.0166,0.1337,-0.1062,,-0.0745,-0.8816,0.1627,-0.8663,-0.0085,0.0058,,-2271.6325,-184.7631,-10588.6974,-33.5778,-0.2417,-7.5653,-1784.3525,-0.0002,-1.0513,12.2631,,,,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
8,#8 Nudists Demand Time in Sun,1,1. citizens can be frequently spotted going about their business stark naked,4.9379,0.0143,0.008,0.0026,0.0438,-0.0013,-0.5693,-4.8229,69.863,-1.9369,-3.8759,-4.8821,-7.2733,-3.9216,-4.3285,-6.1958,-4.8325,-2.9574,-4.2897,-3.4335,-3.597,-3.9617,-3.8942,-4.7187,7.7173,-13.0168,0.0008,-1.9957,-2.0076,-2.2581,-1.04,-0.0082,-0.0198,-0.0005,1.2395,0.9425,-0.948,-0.0009,0.0008,0.0003,-0.0157,-0.1282,-0.3444,-0.0204,-0.1685,-2.5062,-2.7259,0.0129,-0.1144,0.1719,0.0083,-0.0016,-133.9469,0.0111,-1.0614,2.3839,0.0453,7.4914,-0.0355,0.0,-0.1724,0.0091,0.1685,-0.0031,0.0076,-0.0015,0.0009,144.3724,78.0454,289.3171,-2.6697,0.0919,-0.3257,144.4732,-0.1528,0.0022,2.7875,,,,Prudism,,,,,absence of drug laws,punitive income tax rates|restrictive gun laws
8,#8 Nudists Demand Time in Sun,2,2. public nudity is compulsory,-5.4679,-0.0041,,-0.0012,0.6833,-0.0076,12.8798,5.1944,1113.3204,-34.3426,-40.2277,-42.3589,-38.172,103.2177,-3.1024,-28.1213,-30.0531,10.8156,-41.4592,-33.523,10.6028,-42.2241,-396.5606,-39.6555,-53.5838,-104.3941,0.0006,25.6295,29.6411,41.7211,24.2078,0.0005,0.0048,-0.488,-0.0015,-1.136,1.3557,,-0.2991,-0.4601,-1.9606,0.1546,0.4181,-0.3403,0.2283,42.5165,3.0587,-0.0052,1.0772,-1.4121,0.0019,-0.0009,149.2823,-0.3125,18.9117,-17.0099,-0.0616,-8.074,0.2993,-0.0022,1.2688,0.7087,-0.2283,-0.1148,0.0201,-2.2519,,-1082.1401,-517.1032,-2511.2795,34.8083,-0.1074,7.5253,-1201.2438,0.1626,-0.3854,-3.3823,,,Nudism,Prudism,,,enforced nudity,,deadly medical pandemics|hatred of cheese|punitive income tax rates|restrictive gun laws,"barren, inhospitable landscape"
8,#8 Nudists Demand Time in Sun,3,3. nudity is frowned upon,-1.7565,0.0052,-0.0072,-0.0008,-0.0168,-0.0004,0.0712,1.7647,-24.1213,0.7736,0.1791,0.0993,0.2742,0.0893,-0.1593,0.2678,0.4381,-0.0563,0.2374,0.1279,0.2702,0.2218,0.358,0.234,-6.0585,1.1407,0.0004,0.2138,0.1722,0.411,0.234,0.0164,-0.0044,-0.0002,-1.2783,-0.3291,0.4116,0.001,0.0003,0.0002,-0.0007,0.0517,0.1806,0.0102,-0.1918,0.5308,1.1946,0.0029,0.0038,-0.0072,0.0041,-0.0005,22.1136,-0.0002,0.1175,2.6456,-0.0243,-2.9144,0.0004,-0.0001,-0.0458,-0.0981,0.1918,0.0043,0.0019,-0.0079,-0.0026,-1.1404,-0.081,-9.9445,0.178,-0.0475,0.0609,-3.3764,0.0601,-0.0011,-0.7212,0.0,,,,,,,,restrictive gun laws,absence of drug laws
